instrument,datetime,$close,$volume,"Ref($close, 1)","Mean($close, 3)",$high-$low
SH600000,2010-03-22,4.4650774,480683040.0,4.382653,4.403426,0.10052252
SH600000,2010-03-23,4.422856,311214600.0,4.4650774,4.4235287,0.108558655
SH600000,2010-03-24,4.428891,254144290.0,4.422856,4.4389415,0.078406334
SH600000,2010-03-25,4.3444552,261204510.0,4.428891,4.398734,0.10051775
SH600000,2010-03-26,4.475129,410357020.0,4.3444552,4.4161587,0.19902897
SH600000,2010-03-29,4.619874,693891900.0,4.475129,4.4798193,0.16283798
SH600000,2010-03-31,4.5796704,269606180.0,4.619874,4.5582247,0.078406334
SH600000,2010-04-01,4.5937405,289392350.0,4.5796704,4.5977616,0.094488144
SH600000,2010-04-02,4.605804,202833940.0,4.5937405,4.5930715,0.0603137
SH600000,2010-04-06,4.621886,267657460.0,4.605804,4.6071434,0.09448862
SH600000,2010-04-07,4.5796704,251700540.0,4.621886,4.602453,0.108558655
SH600000,2010-04-08,4.5394616,233170160.0,4.5796704,4.5803394,0.09448862
SH600000,2010-04-09,4.611833,190971620.0,4.5394616,4.576988,0.08644724
SH600000,2010-04-12,4.5093036,287982080.0,4.611833,4.5535326,0.16887236
SH600000,2010-04-13,4.629926,418147000.0,4.5093036,4.583688,0.17490149
SH600000,2010-04-14,4.599775,193323180.0,4.629926,4.579668,0.07237244
SH600000,2010-04-15,4.5776587,210465570.0,4.599775,4.602453,0.09850645
SH600000,2010-04-16,4.4349213,273403460.0,4.5776587,4.5374517,0.13268566
SH600000,2010-04-19,4.1333623,613164400.0,4.4349213,4.381981,0.24124908
SH600000,2010-04-20,4.1293397,317681120.0,4.1333623,4.232541,0.14072657
SH600000,2010-04-21,4.193676,277247740.0,4.1293397,4.152126,0.12062216
SH600000,2010-04-22,4.058979,346204800.0,4.193676,4.1273317,0.12263346
SH600000,2010-04-23,4.099188,416699600.0,4.058979,4.117281,0.18093538
SH600000,2010-04-26,4.1132584,229704080.0,4.099188,4.090475,0.11459255
SH600000,2010-04-27,4.0428925,287676930.0,4.1132584,4.085113,0.116604805
SH600000,2010-04-29,4.058979,269083620.0,4.0428925,4.07171,0.08845854
SH600000,2010-04-30,4.1393924,259978100.0,4.058979,4.0804214,0.09448862
SH600000,2010-05-04,4.058979,229659220.0,4.1393924,4.0857835,0.13469744
SH600000,2010-05-05,4.0831017,272254800.0,4.058979,4.0938244,0.13670397
SH600000,2010-05-06,3.8277817,371418050.0,4.0831017,3.9899542,0.22114468
SH600000,2010-05-07,3.7292757,306200640.0,3.8277817,3.880053,0.12665176
SH600000,2010-05-10,3.8157187,225627820.0,3.7292757,3.7909253,0.13067436
SH600000,2010-05-11,3.7694793,295446660.0,3.8157187,3.7714913,0.20505834
SH600000,2010-05-12,3.8579385,403556000.0,3.7694793,3.8143787,0.16284251
SH600000,2010-05-13,3.9624798,388161300.0,3.8579385,3.8632991,0.1929996
SH600000,2010-05-14,3.9001596,190615970.0,3.9624798,3.9068594,0.08242464
SH600000,2010-05-17,3.751387,217891980.0,3.9001596,3.8713422,0.114587784
SH600000,2010-05-18,3.8901072,309236260.0,3.751387,3.8472178,0.15680814
SH600000,2010-05-19,3.872014,199198270.0,3.8901072,3.837836,0.13469744
SH600000,2010-05-20,3.8016477,193382510.0,3.872014,3.8545897,0.1326809
SH600000,2010-05-21,3.8659794,202835400.0,3.8016477,3.8465471,0.1809361
SH600000,2010-05-24,3.9685085,307956350.0,3.8659794,3.878712,0.124644995
SH600000,2010-05-25,3.8478863,261174860.0,3.9685085,3.8941247,0.13469744
SH600000,2010-05-26,3.8418567,127300970.0,3.8478863,3.8860838,0.088459015
SH600000,2010-05-27,3.8820608,155597840.0,3.8418567,3.8572679,0.10454035
SH600000,2010-05-28,3.8458748,160852370.0,3.8820608,3.8565974,0.11459303
SH600000,2010-05-31,3.727264,257561420.0,3.8458748,3.8184,0.122633696
SH600000,2010-06-01,3.703137,208113000.0,3.727264,3.7587585,0.08644748
SH600000,2010-06-02,3.6991181,156613360.0,3.703137,3.7098396,0.08242464
SH600000,2010-06-03,3.6589093,206278480.0,3.6991181,3.6870549,0.088459015
SH600000,2010-06-04,3.6528802,143278850.0,3.6589093,3.6703026,0.046238422
SH600000,2010-06-07,3.5463285,235824300.0,3.6528802,3.6193726,0.092476845
SH600000,2010-06-08,3.498078,199223760.0,3.5463285,3.5657623,0.12665153
SH600000,2010-06-09,3.719223,463695680.0,3.498078,3.5878766,0.275424
SH600000,2010-06-10,3.6352978,197617140.0,3.719223,3.617533,0.09021711
SH600000,2010-06-11,3.6671398,238097780.0,3.6352978,3.6738868,0.12206364
SH600000,2010-06-17,3.6751008,180500020.0,3.6671398,3.6591794,0.09552503
SH600000,2010-06-18,3.6883707,247905810.0,3.6751008,3.6768703,0.11144805
SH600000,2010-06-21,3.842271,372796000.0,3.6883707,3.7352476,0.20962691
SH600000,2010-06-22,3.8449247,162187600.0,3.842271,3.7918556,0.08226037
SH600000,2010-06-23,3.7812414,147542690.0,3.8449247,3.8228123,0.116755724
SH600000,2010-06-24,3.8051214,129591310.0,3.7812414,3.810429,0.12205863
SH600000,2010-06-25,3.8210452,122613930.0,3.8051214,3.8024693,0.07429409
SH600000,2010-06-28,3.8290062,184397950.0,3.8210452,3.8183908,0.11410189
SH600000,2010-06-29,3.6512213,246823580.0,3.8290062,3.7670908,0.2016654
SH600000,2010-06-30,3.608764,130238984.0,3.6512213,3.6963305,0.09021711
SH600000,2010-07-01,3.58223,124323390.0,3.608764,3.6140718,0.08491421
SH600000,2010-07-02,3.627341,168777980.0,3.58223,3.6061118,0.1432898
SH600000,2010-07-05,3.5901918,135630430.0,3.627341,3.599921,0.14329004
SH600000,2010-07-06,3.669794,189070400.0,3.5901918,3.629109,0.106140375
SH600000,2010-07-07,3.6512213,128047096.0,3.669794,3.637069,0.061029434
SH600000,2010-07-08,3.659183,169970700.0,3.6512213,3.6600661,0.087568045
SH600000,2010-07-09,3.7759335,289641200.0,3.659183,3.695446,0.21228075
SH600000,2010-07-12,3.8290062,219706450.0,3.7759335,3.7547076,0.1353283
SH600000,2010-07-13,3.7600152,169262110.0,3.8290062,3.7883184,0.08225536
SH600000,2010-07-14,3.8236983,227485490.0,3.7600152,3.80424,0.11144805
SH600000,2010-07-15,3.7414384,178859040.0,3.8236983,3.7750506,0.14593863
SH600000,2010-07-16,3.7547076,154106930.0,3.7414384,3.7732813,0.08756328
SH600000,2010-07-19,3.8555408,247629920.0,3.7547076,3.7838955,0.17247748
SH600000,2010-07-20,3.8873823,297993760.0,3.8555408,3.8325436,0.122063875
SH600000,2010-07-21,3.8873823,169219620.0,3.8873823,3.8767684,0.058375597
SH600000,2010-07-22,3.9271853,212961390.0,3.8873823,3.90065,0.09553003
SH600000,2010-07-23,3.9590266,289425730.0,3.9271853,3.9245315,0.11144829
SH600000,2010-07-26,3.9510653,152136780.0,3.9590266,3.945759,0.06368303
SH600000,2010-07-27,3.876766,196356740.0,3.9510653,3.9289527,0.06633711
SH600000,2010-07-28,3.99883,322337020.0,3.876766,3.9422204,0.14859271
SH600000,2010-07-29,4.001484,262481070.0,3.99883,3.9590266,0.07960653
SH600000,2010-07-30,3.97495,124677210.0,4.001484,3.9917548,0.050418854
SH600000,2010-08-02,4.0598593,246545820.0,3.97495,4.012098,0.114102125
SH600000,2010-08-03,3.9563732,236874270.0,4.0598593,3.9970608,0.116755724
SH600000,2010-08-04,3.924532,283662700.0,3.9563732,3.980255,0.10348678
SH600000,2010-08-05,3.8555408,242928260.0,3.924532,3.9121487,0.08756328
SH600000,2010-08-06,3.897998,240829860.0,3.8555408,3.8926902,0.116750956
SH600000,2010-08-09,3.8741124,248041070.0,3.897998,3.8758838,0.07960653
SH600000,2010-08-10,3.7334814,267325400.0,3.8741124,3.8351972,0.17513156
SH600000,2010-08-11,3.7467463,151444980.0,3.7334814,3.78478,0.07429862
SH600000,2010-08-12,3.6857164,196317200.0,3.7467463,3.7219813,0.079606295
SH600000,2010-08-13,3.7122507,245422640.0,3.6857164,3.7149045,0.08491397
SH600000,2010-08-16,3.7945106,264925580.0,3.7122507,3.730826,0.14063597
SH600000,2010-08-17,3.8236983,219634540.0,3.7945106,3.77682,0.07694769
SH600000,2010-08-18,3.7945106,273101540.0,3.8236983,3.8042397,0.09022212
SH600000,2010-08-19,3.8343139,335049760.0,3.7945106,3.8175075,0.11410189
SH600000,2010-08-20,3.7653232,235470600.0,3.8343139,3.7980492,0.1034863
SH600000,2010-08-23,3.8051214,216789630.0,3.7653232,3.8015862,0.1008327
SH600000,2010-08-24,3.815737,181859440.0,3.8051214,3.795394,0.10348654
SH600000,2010-08-25,3.7228663,186542800.0,3.815737,3.7812417,0.09287596
SH600000,2010-08-26,3.7069426,111943224.0,3.7228663,3.7485154,0.068991184
SH600000,2010-08-27,3.709597,134346750.0,3.7069426,3.7131352,0.06633711
SH600000,2010-08-30,3.7414384,196213120.0,3.709597,3.719326,0.061034203
SH600000,2010-08-31,3.7122507,193378320.0,3.7414384,3.7210953,0.05572176
SH600000,2010-09-01,3.7122507,340980450.0,3.7122507,3.7219799,0.14593863
SH600000,2010-09-02,3.7334814,255112320.0,3.7122507,3.7193277,0.08756828
SH600000,2010-09-03,3.7016351,233254910.0,3.7334814,3.715789,0.06368852
SH600000,2010-09-06,3.7759335,394127840.0,3.7016351,3.7370167,0.1008327
SH600000,2010-09-07,3.757362,219467730.0,3.7759335,3.7449768,0.07694769
SH600000,2010-09-08,3.6857164,324734820.0,3.757362,3.7396705,0.07164502
SH600000,2010-09-09,3.5928457,420069730.0,3.6857164,3.6786413,0.11940956
SH600000,2010-09-10,3.584884,201283170.0,3.5928457,3.6211486,0.08226037
SH600000,2010-09-13,3.5795765,272893300.0,3.584884,3.5857687,0.092876196
SH600000,2010-09-14,3.58223,232348880.0,3.5795765,3.58223,0.068990946
SH600000,2010-09-15,3.537119,169063860.0,3.58223,3.5663085,0.06103444
SH600000,2010-09-16,3.4548638,276762780.0,3.537119,3.5247376,0.106140375
SH600000,2010-09-17,3.4389408,163107490.0,3.4548638,3.4769745,0.06103444
SH600000,2010-09-21,3.4336329,126894390.0,3.4389408,3.4424791,0.061029434
SH600000,2010-09-27,3.4309788,162817540.0,3.4336329,3.4345174,0.034495592
SH600000,2010-09-28,3.338108,241145810.0,3.4309788,3.4009066,0.09287095
SH600000,2010-09-29,3.314228,301173470.0,3.338108,3.361105,0.15125155
SH600000,2010-09-30,3.4389408,287998700.0,3.314228,3.363759,0.1777854
SH600000,2010-10-08,3.5450807,374008700.0,3.4389408,3.4327497,0.16186213
SH600000,2010-10-11,3.6857164,634030700.0,3.5450807,3.5565794,0.18309307
SH600000,2010-10-12,3.704289,410510850.0,3.6857164,3.6450286,0.07429886
SH600000,2010-10-13,3.8316607,797878600.0,3.704289,3.7405553,0.1618619
SH600000,2010-10-14,3.8183908,827210240.0,3.8316607,3.7847803,0.17513108
SH600000,2010-10-15,4.046595,1062787650.0,3.8183908,3.8988822,0.2653482
SH600000,2010-10-18,4.073129,1006585000.0,4.046595,3.9793718,0.19635725
SH600000,2010-10-19,4.0757833,543440700.0,4.073129,4.0651693,0.10614085
SH600000,2010-10-20,4.0518975,700085400.0,4.0757833,4.0669365,0.17247725
SH600000,2010-10-21,3.897998,566896060.0,4.0518975,4.0085597,0.19635773
SH600000,2010-10-22,3.8608484,414156220.0,3.897998,3.9369147,0.09552479
SH600000,2010-10-25,3.905959,540698940.0,3.8608484,3.8882685,0.18840075
SH600000,2010-10-26,3.8794203,406214600.0,3.905959,3.8820758,0.15125155
SH600000,2010-10-27,3.8290062,458052770.0,3.8794203,3.8714619,0.15655899
SH600000,2010-10-28,3.8661556,374295600.0,3.8290062,3.858194,0.114102125
SH600000,2010-10-29,3.842271,366405380.0,3.8661556,3.845811,0.114102125
SH600000,2010-11-01,3.8873823,438066750.0,3.842271,3.8652697,0.07164478
SH600000,2010-11-02,3.847579,518467900.0,3.8873823,3.8590775,0.1353283
SH600000,2010-11-03,3.897998,727067800.0,3.847579,3.8776531,0.16452098
SH600000,2010-11-04,3.9006515,600864800.0,3.897998,3.8820763,0.087568045
SH600000,2010-11-05,3.905959,558709060.0,3.9006515,3.9015362,0.09552503
SH600000,2010-11-08,3.9563732,599207300.0,3.905959,3.9209945,0.10083771
SH600000,2010-11-09,3.8502326,635735360.0,3.9563732,3.9041882,0.15920782
SH600000,2010-11-10,3.7467463,699676800.0,3.8502326,3.8511174,0.124717474
SH600000,2010-11-11,3.7785876,530397540.0,3.7467463,3.7918556,0.106140375
SH600000,2010-11-12,3.5503883,612280400.0,3.7785876,3.6919074,0.20697308
SH600000,2010-11-15,3.5901918,385644500.0,3.5503883,3.6397226,0.11410189
SH600000,2010-11-16,3.4575126,381934140.0,3.5901918,3.5326977,0.11675596
SH600000,2010-11-17,3.4840512,335165860.0,3.4575126,3.5105853,0.13532805
SH600000,2010-11-18,3.4999695,195470130.0,3.4840512,3.4805112,0.068990946
SH600000,2010-11-19,3.4813976,302338340.0,3.4999695,3.4884727,0.10614061
SH600000,2010-11-22,3.41506,308540450.0,3.4813976,3.4654758,0.061029434
SH600000,2010-11-23,3.3593338,311039500.0,3.41506,3.4185972,0.08226037
SH600000,2010-11-24,3.3938296,223732200.0,3.3593338,3.3894079,0.07429886
SH600000,2010-11-25,3.4495556,322408540.0,3.3938296,3.4009063,0.1008327
SH600000,2010-11-26,3.460166,271980800.0,3.4495556,3.4345171,0.076952696
SH600000,2010-11-29,3.4389408,167537760.0,3.460166,3.4495542,0.05572152
SH600000,2010-11-30,3.3672957,265556480.0,3.4389408,3.4221342,0.1194098
SH600000,2010-12-01,3.3805642,119462120.0,3.3672957,3.3956003,0.053067923
SH600000,2010-12-02,3.3938296,176127940.0,3.3805642,3.3805633,0.05837536
SH600000,2010-12-03,3.4017909,126482880.0,3.3938296,3.3920615,0.042456865
SH600000,2010-12-06,3.4628203,253377940.0,3.4017909,3.4194803,0.08226037
SH600000,2010-12-07,3.4654741,189828370.0,3.4628203,3.4433618,0.06368327
SH600000,2010-12-08,3.4256713,174769760.0,3.4654741,3.4513218,0.053067923
SH600000,2010-12-09,3.3699493,188627790.0,3.4256713,3.4203649,0.047764778
SH600000,2010-12-10,3.3911753,127838220.0,3.3699493,3.3955986,0.058375597
SH600000,2010-12-13,3.4495556,316117860.0,3.3911753,3.4035602,0.079601526
SH600000,2010-12-14,3.4362864,206630530.0,3.4495556,3.4256725,0.05572176
SH600000,2010-12-15,3.4336329,271491900.0,3.4362864,3.439825,0.042457104
SH600000,2010-12-16,3.3938296,228955730.0,3.4336329,3.4212496,0.05572152
SH600000,2010-12-17,3.375257,216268620.0,3.3938296,3.4009066,0.031841755
SH600000,2010-12-20,3.2983043,346077570.0,3.375257,3.355797,0.11675596
SH600000,2010-12-21,3.3938296,366519100.0,3.2983043,3.355797,0.13798189
SH600000,2010-12-22,3.3274925,218720300.0,3.3938296,3.3398755,0.09287119
SH600000,2010-12-23,3.3699493,322266940.0,3.3274925,3.3637571,0.14063597
SH600000,2010-12-24,3.3805642,231130620.0,3.3699493,3.3593354,0.09022212
SH600000,2010-12-27,3.3195302,237107760.0,3.3805642,3.3566813,0.13267422
SH600000,2010-12-28,3.2850354,190857010.0,3.3195302,3.3283765,0.08490944
SH600000,2010-12-29,3.287689,164995220.0,3.2850354,3.297418,0.05572176
SH600000,2010-12-30,3.2664626,186494110.0,3.287689,3.279729,0.07429862
SH600000,2010-12-31,3.287689,264182200.0,3.2664626,3.2806134,0.039803267
SH600000,2011-01-04,3.3460693,393070720.0,3.287689,3.3000736,0.1008327
SH600000,2011-01-05,3.3726027,403293900.0,3.3460693,3.3354537,0.07429385
SH600000,2011-01-06,3.361987,241017550.0,3.3726027,3.3602197,0.076952696
SH600000,2011-01-07,3.5105855,1050677300.0,3.361987,3.4150584,0.24677658
SH600000,2011-01-10,3.4681282,482409400.0,3.5105855,3.4469004,0.10879445
SH600000,2011-01-11,3.5556958,431514700.0,3.4681282,3.5114698,0.11144304
SH600000,2011-01-12,3.5795765,388417500.0,3.5556958,3.5344667,0.076952696
SH600000,2011-01-13,3.5397727,208826430.0,3.5795765,3.5583484,0.05837536
SH600000,2011-01-14,3.4867055,221972660.0,3.5397727,3.5353515,0.058375597
SH600000,2011-01-17,3.3460693,320807040.0,3.4867055,3.457516,0.18309307
SH600000,2011-01-18,3.3672957,150295540.0,3.3460693,3.4000235,0.068991184
SH600000,2011-01-19,3.4017909,147521950.0,3.3672957,3.3717186,0.06633711
SH600000,2011-01-20,3.3115737,170954420.0,3.4017909,3.3602202,0.09021711
SH600000,2011-01-21,3.3832192,260038450.0,3.3115737,3.3655279,0.1857419
SH600000,2011-01-24,3.3805642,150841900.0,3.3832192,3.3584523,0.06368351
SH600000,2011-01-25,3.41506,186178540.0,3.3805642,3.392948,0.07429886
SH600000,2011-01-26,3.4177148,122435980.0,3.41506,3.4044464,0.02918744
SH600000,2011-01-27,3.4044445,262481230.0,3.4177148,3.4124064,0.095529795
SH600000,2011-01-28,3.3672957,199737440.0,3.4044445,3.396485,0.06633711
SH600000,2011-01-31,3.375257,198860240.0,3.3672957,3.3823323,0.04776001
SH600000,2011-02-01,3.385873,157620930.0,3.375257,3.376142,0.031841516
SH600000,2011-02-09,3.3513772,189729600.0,3.385873,3.3708358,0.06368303
SH600000,2011-02-10,3.3885221,178638030.0,3.3513772,3.3752575,0.058375597
SH600000,2011-02-11,3.3832192,326077020.0,3.3885221,3.374373,0.0397985
SH600000,2011-02-14,3.4867055,586103940.0,3.3832192,3.4194822,0.12736654
SH600000,2011-02-15,3.4575126,421115230.0,3.4867055,3.4424791,0.053067684
SH600000,2011-02-16,3.4389408,407502700.0,3.4575126,3.461053,0.03714919
SH600000,2011-02-17,3.470782,406618430.0,3.4389408,3.4557452,0.061029196
SH600000,2011-02-18,3.460166,256702930.0,3.470782,3.4566295,0.07164478
SH600000,2011-02-21,3.4522095,287109220.0,3.460166,3.4610524,0.042457104
SH600000,2011-02-22,3.3566797,351817900.0,3.4522095,3.4230185,0.10348654
SH600000,2011-02-23,3.3460693,251786960.0,3.3566797,3.3849862,0.058380365
SH600000,2011-02-24,3.3434162,366616830.0,3.3460693,3.3487217,0.034495115
SH600000,2011-02-25,3.3566797,230738240.0,3.3434162,3.3487217,0.06368852
SH600000,2011-02-28,3.3726027,191139600.0,3.3566797,3.357566,0.050418854
SH600000,2011-03-01,3.4362864,484756160.0,3.3726027,3.3885229,0.07429862
SH600000,2011-03-02,3.4973156,746976500.0,3.4362864,3.4354017,0.1353283
SH600000,2011-03-03,3.5689614,993766600.0,3.4973156,3.5008545,0.1618669
SH600000,2011-03-04,3.5981479,455239600.0,3.5689614,3.5548084,0.068991184
SH600000,2011-03-07,3.6114175,457251000.0,3.5981479,3.5928423,0.09287119
SH600000,2011-03-08,3.6167257,358673730.0,3.6114175,3.6087637,0.07429385
SH600000,2011-03-09,3.6114175,284791140.0,3.6167257,3.6131868,0.055726767
SH600000,2011-03-10,3.513239,354797400.0,3.6114175,3.5804608,0.09552503
SH600000,2011-03-11,3.4760902,243764210.0,3.513239,3.5335822,0.071640015
SH600000,2011-03-14,3.4813976,166063090.0,3.4760902,3.4902422,0.03714919
SH600000,2011-03-15,3.4256713,349446560.0,3.4813976,3.4610531,0.09021711
SH600000,2011-03-16,3.4522095,237051970.0,3.4256713,3.4530928,0.06899071
SH600000,2011-03-17,3.4124062,176481780.0,3.4522095,3.4300957,0.042457342
SH600000,2011-03-18,3.423017,164954780.0,3.4124062,3.429211,0.04776001
SH600000,2011-03-21,3.4336329,176024420.0,3.423017,3.4230187,0.050413847
SH600000,2011-03-22,3.4973156,263872930.0,3.4336329,3.4513218,0.12736654
SH600000,2011-03-23,3.523855,211939620.0,3.4973156,3.4849346,0.07164502
SH600000,2011-03-24,3.4973156,149346640.0,3.523855,3.5061622,0.068991184
SH600000,2011-03-25,3.5556958,313335040.0,3.4973156,3.5256221,0.09552503
SH600000,2011-03-28,3.566307,338015600.0,3.5556958,3.5397727,0.079601526
SH600000,2011-03-29,3.614072,439409120.0,3.566307,3.5786917,0.10348654
SH600000,2011-03-30,3.6751008,647156400.0,3.614072,3.6184933,0.09287119
SH600000,2011-03-31,3.614072,295047000.0,3.6751008,3.634415,0.10348654
SH600000,2011-04-01,3.752054,525662140.0,3.614072,3.680409,0.15125132
SH600000,2011-04-06,3.8714638,720717700.0,3.752054,3.7458632,0.11940503
SH600000,2011-04-07,3.8608484,372907040.0,3.8714638,3.8281221,0.061034203
SH600000,2011-04-08,3.8528867,257892050.0,3.8608484,3.861733,0.08226037
SH600000,2011-04-11,3.8555408,455649700.0,3.8528867,3.8564253,0.10879445
SH600000,2011-04-12,3.8290062,330435330.0,3.8555408,3.8458111,0.10083246
SH600000,2011-04-13,3.9775987,431412800.0,3.8290062,3.8873818,0.19104958
SH600000,2011-04-14,3.9696426,476339780.0,3.9775987,3.9254158,0.09021711
SH600000,2011-04-15,4.001484,275005630.0,3.9696426,3.9829085,0.09287119
SH600000,2011-04-18,3.9802527,300286180.0,4.001484,3.983793,0.07960653
SH600000,2011-04-19,3.8661556,322208960.0,3.9802527,3.9492974,0.116750956
SH600000,2011-04-20,3.8502326,229391700.0,3.8661556,3.8988802,0.10348654
SH600000,2011-04-21,3.8608484,214644130.0,3.8502326,3.859079,0.08226061
SH600000,2011-04-22,3.8343139,179384110.0,3.8608484,3.848465,0.07164478
SH600000,2011-04-25,3.8581939,286335520.0,3.8343139,3.8511188,0.08756328
SH600000,2011-04-26,3.9139154,317165660.0,3.8581939,3.8688078,0.068991184
SH600000,2011-04-27,3.8794203,367328600.0,3.9139154,3.8838432,0.1432848
SH600000,2011-04-29,3.7892034,383223840.0,3.8794203,3.8608463,0.19635749
SH600000,2011-05-03,3.7918575,177258130.0,3.7892034,3.8201604,0.076952696
SH600000,2011-05-04,3.669794,305261400.0,3.7918575,3.750285,0.16716981
SH600000,2011-05-05,3.6830626,177028460.0,3.669794,3.7149048,0.09552479
SH600000,2011-05-06,3.6671398,138524000.0,3.6830626,3.6733322,0.08225536
SH600000,2011-05-09,3.6512213,115148440.0,3.6671398,3.6671412,0.07164478
SH600000,2011-05-10,3.7069426,138667100.0,3.6512213,3.6751013,0.07429886
SH600000,2011-05-11,3.6830626,103048696.0,3.7069426,3.6804087,0.06368327
SH600000,2011-05-12,3.6220334,139662460.0,3.6830626,3.6706796,0.07960677
SH600000,2011-05-13,3.669794,196531140.0,3.6220334,3.6582966,0.09021711
SH600000,2011-05-16,3.632644,141280530.0,3.669794,3.6414905,0.061029434
SH600000,2011-05-17,3.6910243,181956670.0,3.632644,3.6644874,0.10083246
SH600000,2011-05-18,3.7547076,205857940.0,3.6910243,3.692792,0.1008327
SH600000,2011-05-19,3.752054,167593950.0,3.7547076,3.7325952,0.058380365
SH600000,2011-05-20,3.7785876,194656670.0,3.752054,3.7617831,0.06633711
SH600000,2011-05-23,3.6777546,186658020.0,3.7785876,3.7361321,0.11409736
SH600000,2011-05-24,3.6751008,125502744.0,3.6777546,3.710481,0.039803028
SH600000,2011-05-25,3.608764,114778216.0,3.6751008,3.6538732,0.07429886
SH600000,2011-05-26,3.6220334,121218904.0,3.608764,3.6352994,0.050418854
SH600000,2011-05-27,3.632644,160884320.0,3.6220334,3.6211472,0.08491421
SH600000,2011-05-30,3.6618369,123510390.0,3.632644,3.638838,0.07695246
SH600000,2011-05-31,3.6777546,206754130.0,3.6618369,3.6574118,0.061029434
SH600000,2011-06-01,3.6459134,163456000.0,3.6777546,3.661835,0.050418854
SH600000,2011-06-02,3.5052776,294155330.0,3.6459134,3.6096485,0.15390515
SH600000,2011-06-03,3.541946,109624120.0,3.5052776,3.564379,0.04914379
SH600000,2011-06-07,3.54546,91479900.0,3.541946,3.5308945,0.052657604
SH600000,2011-06-08,3.4822702,203397140.0,3.54546,3.5232253,0.11935091
SH600000,2011-06-09,3.4015315,144287860.0,3.4822702,3.4764206,0.080738544
SH600000,2011-06-10,3.419086,118262100.0,3.4015315,3.434296,0.04212618
SH600000,2011-06-13,3.4366353,95430610.0,3.419086,3.4190843,0.07372069
SH600000,2011-06-14,3.4822702,170249810.0,3.4366353,3.4459972,0.10881925
SH600000,2011-06-15,3.4120636,144266160.0,3.4822702,3.4436564,0.07372093
